id;year;outcome;adopt_year;D;x1;x2
4;2004;4.140885072;2004;1;1.595280802;1
4;2005;3.893082988;2004;1;1.595280802;1
4;2006;4.080163399;2004;1;1.595280802;1
4;2007;4.485781738;2004;1;1.595280802;1
4;2008;4.300591332;2004;1;1.595280802;1
4;2009;4.813143011;2004;1;1.595280802;1
4;2010;5.436534924;2004;1;1.595280802;1
4;2011;5.886554309;2004;1;1.595280802;1
4;2012;6.647239643;2004;1;1.595280802;1
5;2000;0.231231365;2007;0;0.329507772;0
5;2001;0.410286173;2007;0;0.329507772;0
5;2002;1.277362964;2007;0;0.329507772;0
5;2003;2.107982103;2007;0;0.329507772;0
5;2004;2.138987508;2007;0;0.329507772;0
5;2005;2.110009786;2007;0;0.329507772;0
5;2006;2.054420756;2007;0;0.329507772;0
5;2007;2.285108486;2007;1;0.329507772;0
5;2008;2.163058753;2007;1;0.329507772;0
5;2009;2.25856667;2007;1;0.329507772;0
5;2010;2.38567769;2007;1;0.329507772;0
5;2011;2.586426679;2007;1;0.329507772;0
5;2012;3.038627716;2007;1;0.329507772;0
6;2000;-1.40832737;NA;0;-0.820468384;0
6;2001;-2.406666261;NA;0;-0.820468384;0
6;2002;-1.586639703;NA;0;-0.820468384;0
6;2003;-2.336607201;NA;0;-0.820468384;0
6;2004;-1.960469561;NA;0;-0.820468384;0
6;2005;-2.61431808;NA;0;-0.820468384;0
6;2006;-2.854690555;NA;0;-0.820468384;0
6;2007;-2.942527624;NA;0;-0.820468384;0
6;2008;-3.151189359;NA;0;-0.820468384;0
6;2009;-2.788679344;NA;0;-0.820468384;0
6;2010;-2.777794549;NA;0;-0.820468384;0
6;2011;-2.257124728;NA;0;-0.820468384;0
6;2012;-1.190888343;NA;0;-0.820468384;0
7;2000;1.740400312;NA;0;0.487429052;1
7;2001;1.99475123;NA;0;0.487429052;1
7;2002;3.138345241;NA;0;0.487429052;1
7;2003;3.72072429;NA;0;0.487429052;1
7;2004;4.789673692;NA;0;0.487429052;1
7;2005;4.884186565;NA;0;0.487429052;1
7;2006;4.767351475;NA;0;0.487429052;1
7;2007;4.492740441;NA;0;0.487429052;1
7;2008;5.003098045;NA;0;0.487429052;1
7;2009;5.868396883;NA;0;0.487429052;1
7;2010;5.822599734;NA;0;0.487429052;1
7;2011;6.184454236;NA;0;0.487429052;1
7;2012;7.314231413;NA;0;0.487429052;1
8;2000;-0.249987754;NA;0;0.738324705;1
8;2001;-0.432622681;NA;0;0.738324705;1
8;2002;-0.283531541;NA;0;0.738324705;1
8;2003;0.098556385;NA;0;0.738324705;1
8;2004;0.936666166;NA;0;0.738324705;1
8;2005;1.094378507;NA;0;0.738324705;1
8;2006;1.373943765;NA;0;0.738324705;1
8;2007;2.140264569;NA;0;0.738324705;1
8;2008;2.424773055;NA;0;0.738324705;1
8;2009;2.940698848;NA;0;0.738324705;1
8;2010;3.673943927;NA;0;0.738324705;1
8;2011;3.66038324;NA;0;0.738324705;1
8;2012;4.113181231;NA;0;0.738324705;1
9;2000;-0.061134117;2005;0;0.575781352;1
9;2001;0.310358639;2005;0;0.575781352;1
9;2002;0.388373325;2005;0;0.575781352;1
9;2003;0.863611409;2005;0;0.575781352;1
9;2004;0.879512354;2005;0;0.575781352;1
9;2005;0.951272637;2005;1;0.575781352;1
9;2006;0.39254994;2005;1;0.575781352;1
9;2007;0.377016206;2005;1;0.575781352;1
9;2008;1.225412871;2005;1;0.575781352;1
9;2009;1.211520906;2005;1;0.575781352;1
9;2010;1.352196673;2005;1;0.575781352;1
9;2011;2.178225085;2005;1;0.575781352;1
9;2012;1.627591702;2005;1;0.575781352;1
10;2000;1.271380757;NA;0;-0.305388387;1
10;2001;2.137758921;NA;0;-0.305388387;1
10;2002;3.481893306;NA;0;-0.305388387;1
10;2003;3.214922281;NA;0;-0.305388387;1
10;2004;3.099683949;NA;0;-0.305388387;1
10;2005;4.181242388;NA;0;-0.305388387;1
10;2006;4.040676311;NA;0;-0.305388387;1
10;2007;3.912403252;NA;0;-0.305388387;1
10;2008;4.14785333;NA;0;-0.305388387;1
10;2009;4.089720575;NA;0;-0.305388387;1
10;2010;4.026704697;NA;0;-0.305388387;1
10;2011;4.965648702;NA;0;-0.305388387;1
10;2012;5.440201394;NA;0;-0.305388387;1
11;2000;0.878427615;2005;0;1.511781168;1
11;2001;1.160180406;2005;0;1.511781168;1
11;2002;1.72984453;2005;0;1.511781168;1
11;2003;2.633274579;2005;0;1.511781168;1
11;2004;2.682039451;2005;0;1.511781168;1
11;2005;2.919385501;2005;1;1.511781168;1
11;2006;3.164962832;2005;1;1.511781168;1
11;2007;3.172593549;2005;1;1.511781168;1
11;2008;2.681066955;2005;1;1.511781168;1
11;2009;3.195859915;2005;1;1.511781168;1
11;2010;3.671729752;2005;1;1.511781168;1
11;2011;4.527500183;2005;1;1.511781168;1
11;2012;5.075451358;2005;1;1.511781168;1
12;2000;0.153726855;2004;0;0.389843236;1
12;2001;0.842347905;2004;0;0.389843236;1
12;2002;1.893582998;2004;0;0.389843236;1
12;2003;2.466636782;2004;0;0.389843236;1
12;2004;2.749765631;2004;1;0.389843236;1
12;2005;1.748278452;2004;1;0.389843236;1
12;2006;1.352536959;2004;1;0.389843236;1
12;2007;1.501101976;2004;1;0.389843236;1
12;2008;2.181571164;2004;1;0.389843236;1
12;2009;2.369218019;2004;1;0.389843236;1
12;2010;3.189693041;2004;1;0.389843236;1
12;2011;3.531832614;2004;1;0.389843236;1
12;2012;3.852677962;2004;1;0.389843236;1
13;2000;-0.727928633;2007;0;-0.621240581;0
13;2001;-1.38372213;2007;0;-0.621240581;0
13;2002;-1.538897539;2007;0;-0.621240581;0
13;2003;-1.822919439;2007;0;-0.621240581;0
13;2004;-2.055796026;2007;0;-0.621240581;0
13;2005;-2.429316087;2007;0;-0.621240581;0
13;2006;-2.87644533;2007;0;-0.621240581;0
13;2007;-3.168305913;2007;1;-0.621240581;0
13;2008;-3.447057517;2007;1;-0.621240581;0
13;2009;-3.017527207;2007;1;-0.621240581;0
13;2010;-2.812909248;2007;1;-0.621240581;0
13;2011;-3.111244128;2007;1;-0.621240581;0
13;2012;-2.630115028;2007;1;-0.621240581;0
14;2000;-2.058133455;NA;0;-2.214699887;1
14;2001;-2.450875847;NA;0;-2.214699887;1
14;2002;-2.444314674;NA;0;-2.214699887;1
14;2003;-3.201508313;NA;0;-2.214699887;1
14;2004;-2.587313496;NA;0;-2.214699887;1
14;2005;-3.062335602;NA;0;-2.214699887;1
14;2006;-3.770895756;NA;0;-2.214699887;1
14;2007;-3.971432044;NA;0;-2.214699887;1
14;2008;-4.350569784;NA;0;-2.214699887;1
14;2009;-3.949873491;NA;0;-2.214699887;1
14;2010;-3.251864592;NA;0;-2.214699887;1
14;2011;-3.295701048;NA;0;-2.214699887;1
14;2012;-3.403528734;NA;0;-2.214699887;1
15;2000;0.966295241;2004;0;1.124930918;0
15;2001;1.80888027;2004;0;1.124930918;0
15;2002;2.509509612;2004;0;1.124930918;0
15;2003;3.071421719;2004;0;1.124930918;0
15;2004;2.80249614;2004;1;1.124930918;0
15;2005;2.604471526;2004;1;1.124930918;0
15;2006;2.890528998;2004;1;1.124930918;0
15;2007;3.411270683;2004;1;1.124930918;0
15;2008;2.945733786;2004;1;1.124930918;0
15;2009;3.400894527;2004;1;1.124930918;0
15;2010;3.701966053;2004;1;1.124930918;0
15;2011;4.59813471;2004;1;1.124930918;0
15;2012;5.186618712;2004;1;1.124930918;0
16;2000;0.804427688;2005;0;-0.044933609;1
16;2001;0.934959766;2005;0;-0.044933609;1
16;2002;1.663257757;2005;0;-0.044933609;1
16;2003;2.011281255;2005;0;-0.044933609;1
16;2004;1.55749213;2005;0;-0.044933609;1
16;2005;1.116810217;2005;1;-0.044933609;1
16;2006;1.542318695;2005;1;-0.044933609;1
16;2007;1.029960301;2005;1;-0.044933609;1
16;2008;1.660877878;2005;1;-0.044933609;1
16;2009;1.879374378;2005;1;-0.044933609;1
16;2010;1.595368463;2005;1;-0.044933609;1
16;2011;1.92009718;2005;1;-0.044933609;1
16;2012;2.084216996;2005;1;-0.044933609;1
17;2000;0.175200197;NA;0;-0.016190263;1
17;2001;-0.797668037;NA;0;-0.016190263;1
17;2002;0.629608626;NA;0;-0.016190263;1
17;2003;1.090871034;NA;0;-0.016190263;1
17;2004;1.567310388;NA;0;-0.016190263;1
17;2005;1.467598164;NA;0;-0.016190263;1
17;2006;2.042978986;NA;0;-0.016190263;1
17;2007;1.92778506;NA;0;-0.016190263;1
17;2008;1.574064211;NA;0;-0.016190263;1
17;2009;1.898908605;NA;0;-0.016190263;1
17;2010;2.614316719;NA;0;-0.016190263;1
17;2011;2.384602408;NA;0;-0.016190263;1
17;2012;3.049201653;NA;0;-0.016190263;1
18;2000;-0.634097582;2004;0;0.943836211;0
18;2001;-0.876576661;2004;0;0.943836211;0
18;2002;0.542494682;2004;0;0.943836211;0
18;2003;0.698535475;2004;0;0.943836211;0
18;2004;0.627017933;2004;1;0.943836211;0
18;2005;0.339057655;2004;1;0.943836211;0
18;2006;-0.416218131;2004;1;0.943836211;0
18;2007;0.071010967;2004;1;0.943836211;0
18;2008;0.895818845;2004;1;0.943836211;0
18;2009;1.495936795;2004;1;0.943836211;0
18;2010;1.381574576;2004;1;0.943836211;0
18;2011;2.362767764;2004;1;0.943836211;0
18;2012;3.136700114;2004;1;0.943836211;0
19;2000;0.057730121;2005;0;0.821221195;0
19;2001;0.644960126;2005;0;0.821221195;0
19;2002;0.893346725;2005;0;0.821221195;0
19;2003;0.985201951;2005;0;0.821221195;0
19;2004;0.256463269;2005;0;0.821221195;0
19;2005;0.50869406;2005;1;0.821221195;0
19;2006;0.237894554;2005;1;0.821221195;0
19;2007;-0.252445864;2005;1;0.821221195;0
19;2008;0.020143477;2005;1;0.821221195;0
19;2009;0.024215917;2005;1;0.821221195;0
19;2010;1.036744325;2005;1;0.821221195;0
19;2011;1.285825958;2005;1;0.821221195;0
19;2012;1.287667962;2005;1;0.821221195;0
20;2000;2.215236185;2004;0;0.593901321;0
20;2001;3.018264135;2004;0;0.593901321;0
20;2002;3.621456493;2004;0;0.593901321;0
20;2003;3.922495365;2004;0;0.593901321;0
20;2004;4.19206197;2004;1;0.593901321;0
20;2005;4.267868257;2004;1;0.593901321;0
20;2006;4.801477;2004;1;0.593901321;0
20;2007;4.723614919;2004;1;0.593901321;0
20;2008;5.465628435;2004;1;0.593901321;0
20;2009;5.148809716;2004;1;0.593901321;0
20;2010;5.429402633;2004;1;0.593901321;0
20;2011;5.827342269;2004;1;0.593901321;0
20;2012;6.215431924;2004;1;0.593901321;0
21;2000;0.232097138;2004;0;0.918977372;0
21;2001;0.719927365;2004;0;0.918977372;0
21;2002;0.893915058;2004;0;0.918977372;0
21;2003;1.33064842;2004;0;0.918977372;0
21;2004;1.521096887;2004;1;0.918977372;0
21;2005;1.387815875;2004;1;0.918977372;0
21;2006;0.280293261;2004;1;0.918977372;0
21;2007;0.643341697;2004;1;0.918977372;0
21;2008;0.373894747;2004;1;0.918977372;0
21;2009;0.725296272;2004;1;0.918977372;0
21;2010;1.147633387;2004;1;0.918977372;0
21;2011;1.32574026;2004;1;0.918977372;0
21;2012;1.604610484;2004;1;0.918977372;0
22;2000;1.642785784;2004;0;0.782136301;1
22;2001;2.68829612;2004;0;0.782136301;1
22;2002;2.806213004;2004;0;0.782136301;1
22;2003;3.349522804;2004;0;0.782136301;1
22;2004;4.133818751;2004;1;0.782136301;1
22;2005;3.726919142;2004;1;0.782136301;1
22;2006;3.937213862;2004;1;0.782136301;1
22;2007;4.038287442;2004;1;0.782136301;1
22;2008;4.091503493;2004;1;0.782136301;1
22;2009;4.625419138;2004;1;0.782136301;1
22;2010;5.194462563;2004;1;0.782136301;1
22;2011;6.015681807;2004;1;0.782136301;1
22;2012;6.388181211;2004;1;0.782136301;1
23;2000;0.606793706;NA;0;0.074564983;0
23;2001;1.003531938;NA;0;0.074564983;0
23;2002;0.972930595;NA;0;0.074564983;0
23;2003;2.204087832;NA;0;0.074564983;0
23;2004;2.689580545;NA;0;0.074564983;0
23;2005;3.34058269;NA;0;0.074564983;0
23;2006;3.155545898;NA;0;0.074564983;0
23;2007;3.563458514;NA;0;0.074564983;0
23;2008;3.823707769;NA;0;0.074564983;0
23;2009;3.541674885;NA;0;0.074564983;0
23;2010;4.088172631;NA;0;0.074564983;0
23;2011;5.185723907;NA;0;0.074564983;0
23;2012;5.088882045;NA;0;0.074564983;0
24;2000;0.226785295;2007;0;-1.989351696;1
24;2001;0.625110139;2007;0;-1.989351696;1
24;2002;0.528352365;2007;0;-1.989351696;1
24;2003;0.802010209;2007;0;-1.989351696;1
24;2004;0.77251256;2007;0;-1.989351696;1
24;2005;0.15989055;2007;0;-1.989351696;1
24;2006;0.09739758;2007;0;-1.989351696;1
24;2007;-0.582287684;2007;1;-1.989351696;1
24;2008;-0.903767957;2007;1;-1.989351696;1
24;2009;-1.717697335;2007;1;-1.989351696;1
24;2010;-1.539436429;2007;1;-1.989351696;1
24;2011;-1.300694014;2007;1;-1.989351696;1
24;2012;-0.981728681;2007;1;-1.989351696;1
25;2000;0.848226888;2005;0;0.619825748;0
25;2001;1.02640648;2005;0;0.619825748;0
25;2002;1.315244707;2005;0;0.619825748;0
25;2003;1.706976946;2005;0;0.619825748;0
25;2004;1.692503503;2005;0;0.619825748;0
25;2005;2.455490292;2005;1;0.619825748;0
25;2006;1.924950098;2005;1;0.619825748;0
25;2007;1.438554752;2005;1;0.619825748;0
25;2008;1.511209958;2005;1;0.619825748;0
25;2009;1.618946777;2005;1;0.619825748;0
25;2010;1.976354614;2005;1;0.619825748;0
25;2011;2.347107771;2005;1;0.619825748;0
25;2012;2.623436167;2005;1;0.619825748;0
26;2000;-0.570182119;2006;0;-0.05612874;1
26;2001;-0.708426568;2006;0;-0.05612874;1
26;2002;-0.605730265;2006;0;-0.05612874;1
26;2003;0.06294161;2006;0;-0.05612874;1
26;2004;0.048325068;2006;0;-0.05612874;1
26;2005;0.782346172;2006;0;-0.05612874;1
26;2006;0.273390412;2006;1;-0.05612874;1
26;2007;0.140048624;2006;1;-0.05612874;1
26;2008;-0.41527111;2006;1;-0.05612874;1
26;2009;-0.989282943;2006;1;-0.05612874;1
26;2010;-0.239605899;2006;1;-0.05612874;1
26;2011;0.749215967;2006;1;-0.05612874;1
26;2012;1.049313123;2006;1;-0.05612874;1
27;2000;-0.450944588;2004;0;-0.155795507;1
27;2001;-0.155184602;2004;0;-0.155795507;1
27;2002;0.092401614;2004;0;-0.155795507;1
27;2003;0.001582854;2004;0;-0.155795507;1
27;2004;0.562271376;2004;1;-0.155795507;1
27;2005;-0.016741528;2004;1;-0.155795507;1
27;2006;-0.811155263;2004;1;-0.155795507;1
27;2007;-0.909253237;2004;1;-0.155795507;1
27;2008;-0.19394387;2004;1;-0.155795507;1
27;2009;0.596749156;2004;1;-0.155795507;1
27;2010;1.084431374;2004;1;-0.155795507;1
27;2011;1.173970111;2004;1;-0.155795507;1
27;2012;1.832836101;2004;1;-0.155795507;1
28;2000;0.381342465;2006;0;-1.470752384;0
28;2001;0.408024808;2006;0;-1.470752384;0
28;2002;0.449975036;2006;0;-1.470752384;0
28;2003;0.988709493;2006;0;-1.470752384;0
28;2004;-0.221887199;2006;0;-1.470752384;0
28;2005;0.02916533;2006;0;-1.470752384;0
28;2006;-0.570609918;2006;1;-1.470752384;0
28;2007;-1.62207804;2006;1;-1.470752384;0
28;2008;-1.892333889;2006;1;-1.470752384;0
28;2009;-1.67044912;2006;1;-1.470752384;0
28;2010;-1.608868602;2006;1;-1.470752384;0
28;2011;-0.95995749;2006;1;-1.470752384;0
28;2012;-0.638297063;2006;1;-1.470752384;0
29;2000;-1.434612984;2005;0;-0.478150055;0
29;2001;-1.33873994;2005;0;-0.478150055;0
29;2002;-1.100413521;2005;0;-0.478150055;0
29;2003;-1.632873814;2005;0;-0.478150055;0
29;2004;-1.546794015;2005;0;-0.478150055;0
29;2005;-1.28425684;2005;1;-0.478150055;0
29;2006;-1.839281508;2005;1;-0.478150055;0
29;2007;-2.095422085;2005;1;-0.478150055;0
29;2008;-1.762038423;2005;1;-0.478150055;0
29;2009;-2.104907599;2005;1;-0.478150055;0
29;2010;-2.074556647;2005;1;-0.478150055;0
29;2011;-1.596771928;2005;1;-0.478150055;0
29;2012;-1.560198608;2005;1;-0.478150055;0
30;2000;1.355336328;2006;0;0.41794156;1
30;2001;1.991777582;2006;0;0.41794156;1
30;2002;2.47287708;2006;0;0.41794156;1
30;2003;3.195931046;2006;0;0.41794156;1
30;2004;3.519991002;2006;0;0.41794156;1
30;2005;4.280921297;2006;0;0.41794156;1
30;2006;3.855350039;2006;1;0.41794156;1
30;2007;3.553021273;2006;1;0.41794156;1
30;2008;3.456315103;2006;1;0.41794156;1
30;2009;4.52001926;2006;1;0.41794156;1
30;2010;4.789748338;2006;1;0.41794156;1
30;2011;5.201394932;2006;1;0.41794156;1
30;2012;5.931205039;2006;1;0.41794156;1
31;2000;0.673422206;2006;0;1.358679552;1
31;2001;2.089550959;2006;0;1.358679552;1
31;2002;2.689817275;2006;0;1.358679552;1
31;2003;2.711879123;2006;0;1.358679552;1
31;2004;3.273280477;2006;0;1.358679552;1
31;2005;3.664790071;2006;0;1.358679552;1
31;2006;3.890324589;2006;1;1.358679552;1
31;2007;3.436800791;2006;1;1.358679552;1
31;2008;3.723446808;2006;1;1.358679552;1
31;2009;4.383463546;2006;1;1.358679552;1
31;2010;5.29307454;2006;1;1.358679552;1
31;2011;5.3733635;2006;1;1.358679552;1
31;2012;5.839441139;2006;1;1.358679552;1
32;2000;0.301502888;2007;0;-0.102787727;0
32;2001;0.341539923;2007;0;-0.102787727;0
32;2002;0.519635351;2007;0;-0.102787727;0
32;2003;1.129126871;2007;0;-0.102787727;0
32;2004;1.300199339;2007;0;-0.102787727;0
32;2005;1.104237088;2007;0;-0.102787727;0
32;2006;0.460663732;2007;0;-0.102787727;0
32;2007;0.351838003;2007;1;-0.102787727;0
32;2008;0.603754926;2007;1;-0.102787727;0
32;2009;0.173047104;2007;1;-0.102787727;0
32;2010;-0.305764018;2007;1;-0.102787727;0
32;2011;0.6348354;2007;1;-0.102787727;0
32;2012;1.013396567;2007;1;-0.102787727;0
33;2000;-0.236991459;NA;0;0.387671612;0
33;2001;-0.196065496;NA;0;0.387671612;0
33;2002;-0.455602492;NA;0;0.387671612;0
33;2003;-0.183063192;NA;0;0.387671612;0
33;2004;-0.201145319;NA;0;0.387671612;0
33;2005;-0.160592005;NA;0;0.387671612;0
33;2006;-0.323473487;NA;0;0.387671612;0
33;2007;-0.400276945;NA;0;0.387671612;0
33;2008;-0.477239783;NA;0;0.387671612;0
33;2009;0.385617877;NA;0;0.387671612;0
33;2010;0.468237914;NA;0;0.387671612;0
33;2011;0.566998624;NA;0;0.387671612;0
33;2012;1.288027007;NA;0;0.387671612;0
34;2000;0.066407707;2006;0;-0.053805041;1
34;2001;0.900061267;2006;0;-0.053805041;1
34;2002;0.959237801;2006;0;-0.053805041;1
34;2003;1.349522005;2006;0;-0.053805041;1
34;2004;1.995232796;2006;0;-0.053805041;1
34;2005;1.996600462;2006;0;-0.053805041;1
34;2006;1.701363622;2006;1;-0.053805041;1
34;2007;2.131539929;2006;1;-0.053805041;1
34;2008;2.39247942;2006;1;-0.053805041;1
34;2009;2.035859683;2006;1;-0.053805041;1
34;2010;2.381218305;2006;1;-0.053805041;1
34;2011;3.203767264;2006;1;-0.053805041;1
34;2012;2.89732059;2006;1;-0.053805041;1
35;2000;0.450007878;NA;0;-1.377059557;1
35;2001;1.33668339;NA;0;-1.377059557;1
35;2002;1.694145499;NA;0;-1.377059557;1
35;2003;1.706198293;NA;0;-1.377059557;1
35;2004;1.501000019;NA;0;-1.377059557;1
35;2005;2.042206035;NA;0;-1.377059557;1
35;2006;2.503189905;NA;0;-1.377059557;1
35;2007;1.444284742;NA;0;-1.377059557;1
35;2008;1.650621665;NA;0;-1.377059557;1
35;2009;2.682194319;NA;0;-1.377059557;1
35;2010;2.813216647;NA;0;-1.377059557;1
35;2011;2.851201853;NA;0;-1.377059557;1
35;2012;2.76625894;NA;0;-1.377059557;1
36;2000;0.265899512;NA;0;-0.414994563;0
36;2001;0.947911771;NA;0;-0.414994563;0
36;2002;1.173593768;NA;0;-0.414994563;0
36;2003;1.101189546;NA;0;-0.414994563;0
36;2004;0.904322283;NA;0;-0.414994563;0
36;2005;1.062377462;NA;0;-0.414994563;0
36;2006;0.703414295;NA;0;-0.414994563;0
36;2007;1.87433486;NA;0;-0.414994563;0
36;2008;2.036697329;NA;0;-0.414994563;0
36;2009;1.877967981;NA;0;-0.414994563;0
36;2010;1.749655595;NA;0;-0.414994563;0
36;2011;1.670964365;NA;0;-0.414994563;0
36;2012;2.64505057;NA;0;-0.414994563;0
37;2000;-0.595248171;2007;0;-0.394289954;0
37;2001;0.101301153;2007;0;-0.394289954;0
37;2002;0.284540149;2007;0;-0.394289954;0
37;2003;0.651105406;2007;0;-0.394289954;0
37;2004;1.016114703;2007;0;-0.394289954;0
37;2005;0.653129793;2007;0;-0.394289954;0
37;2006;0.52781231;2007;0;-0.394289954;0
37;2007;-0.990329001;2007;1;-0.394289954;0
37;2008;-0.943215536;2007;1;-0.394289954;0
37;2009;-0.605335657;2007;1;-0.394289954;0
37;2010;0.305622941;2007;1;-0.394289954;0
37;2011;-0.259379327;2007;1;-0.394289954;0
37;2012;0.177727741;2007;1;-0.394289954;0
38;2000;1.264131031;2004;0;-0.059313397;1
38;2001;2.614150809;2004;0;-0.059313397;1
38;2002;2.907662911;2004;0;-0.059313397;1
38;2003;3.317969582;2004;0;-0.059313397;1
38;2004;2.905525166;2004;1;-0.059313397;1
38;2005;2.931738439;2004;1;-0.059313397;1
38;2006;2.517686563;2004;1;-0.059313397;1
38;2007;2.931297162;2004;1;-0.059313397;1
38;2008;3.122844736;2004;1;-0.059313397;1
38;2009;3.582425365;2004;1;-0.059313397;1
38;2010;3.886535225;2004;1;-0.059313397;1
38;2011;5.167168447;2004;1;-0.059313397;1
38;2012;5.300841274;2004;1;-0.059313397;1
39;2000;2.452261516;2006;0;1.100025372;1
39;2001;3.767967625;2006;0;1.100025372;1
39;2002;5.03640867;2006;0;1.100025372;1
39;2003;6.026848036;2006;0;1.100025372;1
39;2004;6.074593437;2006;0;1.100025372;1
39;2005;5.995991347;2006;0;1.100025372;1
39;2006;6.188146766;2006;1;1.100025372;1
39;2007;6.243363438;2006;1;1.100025372;1
39;2008;6.028758735;2006;1;1.100025372;1
39;2009;6.685783311;2006;1;1.100025372;1
39;2010;7.125610166;2006;1;1.100025372;1
39;2011;7.157514464;2006;1;1.100025372;1
39;2012;8.207045933;2006;1;1.100025372;1
40;2000;0.19764816;NA;0;0.763175748;0
40;2001;1.463282223;NA;0;0.763175748;0
40;2002;1.944482023;NA;0;0.763175748;0
40;2003;2.785606181;NA;0;0.763175748;0
40;2004;2.684445903;NA;0;0.763175748;0
40;2005;2.216599894;NA;0;0.763175748;0
40;2006;2.146946713;NA;0;0.763175748;0
40;2007;3.155431761;NA;0;0.763175748;0
40;2008;3.096119554;NA;0;0.763175748;0
40;2009;3.148147227;NA;0;0.763175748;0
40;2010;3.888299145;NA;0;0.763175748;0
40;2011;4.336702545;NA;0;0.763175748;0
40;2012;4.582732018;NA;0;0.763175748;0
41;2000;-0.351999706;NA;0;-0.164523596;0
41;2001;0.434385749;NA;0;-0.164523596;0
41;2002;1.235246301;NA;0;-0.164523596;0
41;2003;1.453510428;NA;0;-0.164523596;0
41;2004;1.671150415;NA;0;-0.164523596;0
41;2005;1.673586164;NA;0;-0.164523596;0
41;2006;1.918440018;NA;0;-0.164523596;0
41;2007;2.216455823;NA;0;-0.164523596;0
41;2008;2.640362856;NA;0;-0.164523596;0
41;2009;1.946979804;NA;0;-0.164523596;0
41;2010;2.451410997;NA;0;-0.164523596;0
41;2011;2.745982459;NA;0;-0.164523596;0
41;2012;3.585469908;NA;0;-0.164523596;0
42;2000;1.113816025;2006;0;-0.25336168;0
42;2001;1.02224574;2006;0;-0.25336168;0
42;2002;1.270285387;2006;0;-0.25336168;0
42;2003;1.677112414;2006;0;-0.25336168;0
42;2004;2.042870904;2006;0;-0.25336168;0
42;2005;2.077900281;2006;0;-0.25336168;0
42;2006;0.527731076;2006;1;-0.25336168;0
42;2007;-0.078037257;2006;1;-0.25336168;0
42;2008;-0.1299095;2006;1;-0.25336168;0
42;2009;0.85503957;2006;1;-0.25336168;0
42;2010;0.84407771;2006;1;-0.25336168;0
42;2011;1.025860966;2006;1;-0.25336168;0
42;2012;1.331081297;2006;1;-0.25336168;0
43;2000;0.363555664;2004;0;0.696963375;1
43;2001;1.066346852;2004;0;0.696963375;1
43;2002;1.537885347;2004;0;0.696963375;1
43;2003;0.758966336;2004;0;0.696963375;1
43;2004;0.230990659;2004;1;0.696963375;1
43;2005;0.575955688;2004;1;0.696963375;1
43;2006;0.992508127;2004;1;0.696963375;1
43;2007;0.605510867;2004;1;0.696963375;1
43;2008;1.38699177;2004;1;0.696963375;1
43;2009;1.339702742;2004;1;0.696963375;1
43;2010;2.048588693;2004;1;0.696963375;1
43;2011;2.592854298;2004;1;0.696963375;1
43;2012;2.760578675;2004;1;0.696963375;1
44;2000;0.737539137;2005;0;0.556663199;1
44;2001;0.967088576;2005;0;0.556663199;1
44;2002;2.026115163;2005;0;0.556663199;1
44;2003;1.896542382;2005;0;0.556663199;1
44;2004;1.560357459;2005;0;0.556663199;1
44;2005;1.130682982;2005;1;0.556663199;1
